report_year,agency_code,agency_jurisdiction,population,violent_crimes,homicides,rapes,assaults,robberies,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita,state
1990,NM00101,"Albuquerque, NM",384736.0,5121.0,34.0,222.0,3835.0,1030.0,1331.04,8.84,57.7,996.79,267.72,NM
1990,TX22001,"Arlington, TX",261721.0,1876.0,8.0,139.0,1143.0,586.0,716.79,3.06,53.11,436.72,223.9,TX
1990,GAAPD00,"Atlanta, GA",394017.0,16097.0,231.0,695.0,9062.0,6109.0,4085.36,58.63,176.39,2299.9,1550.44,GA
1990,CO00101,"Aurora, CO",222103.0,3191.0,8.0,170.0,2616.0,397.0,1436.72,3.6,76.54,1177.83,178.75,CO
1990,TX22701,"Austin, TX",465622.0,3326.0,46.0,280.0,1539.0,1461.0,714.31,9.88,60.13,330.53,313.77,TX
1990,MD00301,"Baltimore County, MD",692134.0,6957.0,34.0,257.0,4959.0,1707.0,1005.15,4.91,37.13,716.48,246.63,MD
1990,MDBPD00,"Baltimore, MD",736014.0,17942.0,305.0,687.0,7473.0,9477.0,2437.73,41.44,93.34,1015.33,1287.61,MD
1990,MA01301,"Boston, MA",574283.0,13664.0,143.0,539.0,6960.0,6022.0,2379.31,24.9,93.86,1211.95,1048.61,MA
1990,NY01401,"Buffalo, NY",328123.0,5275.0,37.0,355.0,2711.0,2172.0,1607.63,11.28,108.19,826.21,661.95,NY
1990,NC06001,"Charlotte, NC",395934.0,9119.0,93.0,384.0,5434.0,3208.0,2303.16,23.49,96.99,1372.45,810.24,NC
1990,ILCPD00,"Chicago, IL",2783726.0,82728.0,851.0,3607.0,41114.0,37156.0,2971.84,30.57,129.57,1476.94,1334.76,IL
1990,OHCIP00,"Cincinnati, OH",364040.0,4476.0,49.0,388.0,2426.0,1613.0,1229.54,13.46,106.58,666.41,443.08,OH
1990,OHCLP00,"Cleveland, OH",505616.0,9190.0,168.0,846.0,3259.0,4917.0,1817.58,33.23,167.32,644.56,972.48,OH
1990,OHCOP00,"Columbus, OH",632910.0,7022.0,89.0,647.0,2745.0,3541.0,1109.48,14.06,102.23,433.71,559.48,OH
1990,TXDPD00,"Dallas, TX",1006877.0,24550.0,447.0,1344.0,12194.0,10565.0,2438.23,44.39,133.48,1211.07,1049.28,TX
1990,CODPD00,"Denver, CO",467610.0,4205.0,67.0,375.0,2451.0,1312.0,899.25,14.33,80.2,524.15,280.58,CO
1990,MI82349,"Detroit, MI",1027974.0,27747.0,582.0,1657.0,12498.0,13010.0,2699.19,56.62,161.19,1215.79,1265.6,MI
1990,TX07102,"El Paso, TX",515342.0,5111.0,34.0,256.0,3440.0,1381.0,991.77,6.6,49.68,667.52,267.98,TX
1990,VA02901,"Fairfax County, VA",787593.0,1013.0,27.0,105.0,391.0,490.0,128.62,3.43,13.33,49.64,62.21,VA
1990,TX22012,"Fort Worth, TX",447619.0,7826.0,130.0,432.0,4463.0,2801.0,1748.36,29.04,96.51,997.05,625.76,TX
1990,CA01005,"Fresno, CA",354202.0,4399.0,66.0,258.0,2483.0,1592.0,1241.95,18.63,72.84,701.01,449.46,CA
1990,HI00200,"Honolulu, HI",836231.0,2412.0,34.0,278.0,1211.0,889.0,288.44,4.07,33.24,144.82,106.31,HI
1990,TXHPD00,"Houston, TX",1630553.0,22637.0,568.0,1335.0,7813.0,12921.0,1388.3,34.83,81.87,479.16,792.43,TX
1990,INIPD00,"Indianapolis, IN",483549.0,6224.0,58.0,541.0,3983.0,1642.0,1287.15,11.99,111.88,823.7,339.57,IN
1990,FL01602,"Jacksonville, FL",636680.0,11654.0,176.0,704.0,6811.0,3963.0,1830.43,27.64,110.57,1069.77,622.45,FL
1990,MOKPD00,"Kansas City, MO",434711.0,11087.0,121.0,517.0,5957.0,4492.0,2550.43,27.83,118.93,1370.34,1033.33,MO
1990,NV00201,"Las Vegas, NV",616243.0,4510.0,79.0,371.0,1831.0,2229.0,731.85,12.82,60.2,297.12,361.71,NV
1990,CA01941,"Long Beach, CA",429433.0,8403.0,106.0,298.0,3806.0,4193.0,1956.77,24.68,69.39,886.28,976.4,CA
1990,CA01900,"Los Angeles County, CA",970620.0,17404.0,215.0,400.0,12125.0,4664.0,1793.08,22.15,41.21,1249.2,480.52,CA
1990,CA01942,"Los Angeles, CA",3485398.0,83809.0,983.0,2014.0,44714.0,36098.0,2404.57,28.2,57.78,1282.9,1035.69,CA
1990,TNMPD00,"Memphis, TN",610337.0,9082.0,195.0,831.0,3904.0,4152.0,1488.03,31.95,136.15,639.65,680.28,TN
1990,AZ00717,"Mesa, AZ",288091.0,1724.0,9.0,95.0,1345.0,275.0,598.42,3.12,32.98,466.87,95.46,AZ
1990,FL01300,"Miami-Dade County, FL",1036888.0,20130.0,213.0,802.0,10747.0,8368.0,1941.39,20.54,77.35,1036.47,807.03,FL
1990,FL01306,"Miami, FL",358548.0,15607.0,129.0,299.0,7007.0,8172.0,4352.83,35.98,83.39,1954.27,2279.19,FL
1990,WIMPD00,"Milwaukee, WI",628100.0,6282.0,155.0,495.0,1486.0,4146.0,1000.16,24.68,78.81,236.59,660.09,WI
1990,MN02711,"Minneapolis, MN",368383.0,4695.0,55.0,615.0,1467.0,2558.0,1274.49,14.93,166.95,398.23,694.39,MN
1990,MD01604,"Montgomery County, MD",744830.0,2089.0,23.0,195.0,1064.0,807.0,280.47,3.09,26.18,142.85,108.35,MD
1990,TN01901,"Nashville, TN",499565.0,6886.0,67.0,553.0,4102.0,2164.0,1378.4,13.41,110.7,821.11,433.18,TN
1990,NY02900,"Nassau County, NY",1009921.0,1957.0,21.0,63.0,859.0,1014.0,193.78,2.08,6.24,85.06,100.4,NY
1990,LANPD00,"New Orleans, LA",496938.0,11227.0,304.0,361.0,4514.0,6048.0,2259.24,61.17,72.64,908.36,1217.05,LA
1990,NY03030,"New York City, NY",7322564.0,174542.0,2245.0,3126.0,68891.0,100280.0,2383.62,30.66,42.69,940.8,1369.47,NY
1990,NJNPD00,"Newark, NJ",275221.0,10684.0,112.0,326.0,4225.0,6021.0,3881.97,40.69,118.45,1535.13,2187.7,NJ
1990,CA00109,"Oakland, CA",372242.0,5845.0,146.0,517.0,1952.0,3230.0,1570.22,39.22,138.89,524.39,867.72,CA
1990,OK05506,"Oklahoma City, OK",444719.0,4813.0,68.0,422.0,2925.0,1398.0,1082.26,15.29,94.89,657.72,314.36,OK
1990,NB02802,"Omaha, NE",335795.0,3140.0,12.0,217.0,2307.0,604.0,935.09,3.57,64.62,687.03,179.87,NE
1990,FL04804,"Orlando, FL",164693.0,4109.0,30.0,181.0,2449.0,1449.0,2494.95,18.22,109.9,1487.01,879.82,FL
1990,PAPEP00,"Philadelphia, PA",1585577.0,21387.0,503.0,734.0,7344.0,12806.0,1348.85,31.72,46.29,463.18,807.66,PA
1990,AZ00723,"Phoenix, AZ",983403.0,10665.0,128.0,512.0,6642.0,3383.0,1084.5,13.02,52.06,675.41,344.01,AZ
1990,PAPPD00,"Pittsburgh, PA",369879.0,5017.0,35.0,302.0,2361.0,2319.0,1356.39,9.46,81.65,638.32,626.96,PA
1990,OR02602,"Portland, OR",437319.0,7836.0,33.0,424.0,4838.0,2541.0,1791.83,7.55,96.95,1106.29,581.04,OR
1990,MD01721,"Prince George's County, MD",613616.0,7526.0,106.0,441.0,3373.0,3606.0,1226.5,17.27,71.87,549.69,587.66,MD
1990,NC09201,"Raleigh, NC",207951.0,1179.0,24.0,96.0,671.0,388.0,566.96,11.54,46.16,322.67,186.58,NC
1990,CA03404,"Sacramento, CA",369365.0,3978.0,43.0,211.0,1934.0,1790.0,1076.98,11.64,57.13,523.6,484.62,CA
1990,UT01803,"Salt Lake City, UT",159936.0,1355.0,25.0,167.0,624.0,539.0,847.21,15.63,104.42,390.16,337.01,UT
1990,TXSPD00,"San Antonio, TX",935933.0,5730.0,208.0,430.0,2228.0,2864.0,612.22,22.22,45.94,238.05,306.0,TX
1990,CA03711,"San Diego, CA",1110549.0,12047.0,135.0,439.0,7142.0,4331.0,1084.78,12.16,39.53,643.11,389.99,CA
1990,CA03801,"San Francisco, CA",723959.0,12388.0,101.0,419.0,4815.0,7053.0,1711.15,13.95,57.88,665.09,974.23,CA
1990,CA04313,"San Jose, CA",782248.0,4698.0,35.0,416.0,3213.0,1034.0,600.58,4.47,53.18,410.74,132.18,CA
1990,WASPD00,"Seattle, WA",516259.0,7780.0,53.0,481.0,4551.0,2695.0,1507.0,10.27,93.17,881.53,522.02,WA
1990,MOSPD00,"St. Louis, MO",396685.0,13682.0,177.0,331.0,8466.0,4708.0,3449.08,44.62,83.44,2134.19,1186.84,MO
1990,NY05101,"Suffolk County, NY",1189974.0,3012.0,32.0,128.0,1433.0,1419.0,253.11,2.69,10.76,120.42,119.25,NY
1990,FL02902,"Tampa, FL",280015.0,9314.0,62.0,366.0,5723.0,3163.0,3326.25,22.14,130.71,2043.82,1129.58,FL
1990,AZ01003,"Tucson, AZ",405390.0,3680.0,30.0,290.0,2458.0,902.0,907.77,7.4,71.54,606.33,222.5,AZ
1990,OK07205,"Tulsa, OK",367302.0,4898.0,57.0,382.0,2920.0,1539.0,1333.51,15.52,104.0,794.99,419.0,OK
1990,VA12800,"Virginia Beach, VA",393069.0,902.0,16.0,149.0,313.0,424.0,229.48,4.07,37.91,79.63,107.87,VA
1990,DCMPD00,"Washington, DC",606900.0,14919.0,472.0,303.0,6779.0,7365.0,2458.23,77.77,49.93,1116.99,1213.54,DC
1990,KS08703,"Wichita, KS",304011.0,2189.0,18.0,321.0,771.0,1079.0,720.04,5.92,105.59,253.61,354.92,KS
1991,NM00101,"Albuquerque, NM",393148.0,5591.0,51.0,261.0,3972.0,1307.0,1422.11,12.97,66.39,1010.31,332.44,NM
1991,TX22001,"Arlington, TX",267306.0,2108.0,26.0,166.0,1216.0,700.0,788.61,9.73,62.1,454.91,261.87,TX
1991,GAAPD00,"Atlanta, GA",403085.0,16327.0,205.0,676.0,8967.0,6479.0,4050.51,50.86,167.71,2224.59,1607.35,GA
1991,CO00101,"Aurora, CO",227670.0,3746.0,11.0,184.0,2987.0,564.0,1645.36,4.83,80.82,1311.99,247.73,CO
1991,TX22701,"Austin, TX",475558.0,2968.0,49.0,276.0,1088.0,1555.0,624.11,10.3,58.04,228.78,326.98,TX
1991,MD00301,"Baltimore County, MD",703563.0,7618.0,25.0,271.0,5183.0,2139.0,1082.77,3.55,38.52,736.68,304.02,MD
1991,MDBPD00,"Baltimore, MD",748099.0,19032.0,304.0,701.0,7257.0,10770.0,2544.05,40.64,93.7,970.06,1439.65,MD
1991,MA01301,"Boston, MA",572454.0,11829.0,113.0,486.0,6446.0,4784.0,2066.37,19.74,84.9,1126.03,835.7,MA
1991,NY01401,"Buffalo, NY",329353.0,6042.0,50.0,319.0,2968.0,2705.0,1834.51,15.18,96.86,901.16,821.31,NY
1991,NC06001,"Charlotte, NC",402618.0,8760.0,114.0,407.0,5340.0,2899.0,2175.76,28.31,101.09,1326.32,720.04,NC
1991,ILCPD00,"Chicago, IL",2811478.0,90520.0,925.0,3575.0,42237.0,43783.0,3219.66,32.9,127.16,1502.31,1557.29,IL
1991,OHCIP00,"Cincinnati, OH",367123.0,5794.0,54.0,478.0,2947.0,2315.0,1578.22,14.71,130.2,802.73,630.58,OH
1991,OHCLP00,"Cleveland, OH",509898.0,9341.0,175.0,913.0,3121.0,5132.0,1831.94,34.32,179.06,612.08,1006.48,OH
1991,OHCOP00,"Columbus, OH",638533.0,7221.0,138.0,650.0,2686.0,3747.0,1130.87,21.61,101.8,420.65,586.81,OH
1991,TXDPD00,"Dallas, TX",1028362.0,26411.0,500.0,1208.0,13449.0,11254.0,2568.26,48.62,117.47,1307.81,1094.36,TX
1991,CODPD00,"Denver, CO",479468.0,5034.0,88.0,427.0,2884.0,1635.0,1049.91,18.35,89.06,601.5,341.0,CO
1991,MI82349,"Detroit, MI",1036246.0,28262.0,615.0,1427.0,12651.0,13569.0,2727.34,59.35,137.71,1220.85,1309.44,MI
1991,TX07102,"El Paso, TX",526339.0,5616.0,49.0,265.0,3818.0,1484.0,1066.99,9.31,50.35,725.39,281.95,TX
1991,VA02901,"Fairfax County, VA",800147.0,954.0,20.0,100.0,357.0,477.0,119.23,2.5,12.5,44.62,59.61,VA
1991,TX22012,"Fort Worth, TX",457171.0,8914.0,195.0,442.0,4851.0,3426.0,1949.82,42.65,96.68,1061.09,749.39,TX
1991,CA01005,"Fresno, CA",361580.0,4608.0,52.0,282.0,2092.0,2182.0,1274.41,14.38,77.99,578.57,603.46,CA
1991,HI00200,"Honolulu, HI",856432.0,2058.0,29.0,275.0,894.0,860.0,240.3,3.39,32.11,104.39,100.42,HI
1991,TXHPD00,"Houston, TX",1665756.0,26651.0,608.0,1213.0,10947.0,13883.0,1599.93,36.5,72.82,657.18,833.44,TX
1991,INIPD00,"Indianapolis, IN",489392.0,7072.0,95.0,561.0,4415.0,2001.0,1445.06,19.41,114.63,902.14,408.87,IN
1991,FL01602,"Jacksonville, FL",653515.0,10645.0,119.0,716.0,5964.0,3846.0,1628.88,18.21,109.56,912.6,588.51,FL
1991,MOKPD00,"Kansas City, MO",438188.0,12413.0,135.0,477.0,6846.0,4955.0,2832.8,30.81,108.86,1562.34,1130.79,MO
1991,NV00201,"Las Vegas, NV",656391.0,5661.0,103.0,433.0,1932.0,3193.0,862.44,15.69,65.97,294.34,486.45,NV
1991,CA01941,"Long Beach, CA",438378.0,9209.0,94.0,284.0,4760.0,4071.0,2100.7,21.44,64.78,1085.82,928.65,CA
1991,CA01900,"Los Angeles County, CA",990838.0,17018.0,226.0,418.0,11847.0,4527.0,1717.54,22.81,42.19,1195.65,456.89,CA
1991,CA01942,"Los Angeles, CA",3558316.0,89875.0,1027.0,1966.0,47104.0,39778.0,2525.77,28.86,55.25,1323.77,1117.89,CA
1991,TNMPD00,"Memphis, TN",619981.0,8818.0,169.0,653.0,3492.0,4504.0,1422.3,27.26,105.33,563.24,726.47,TN
1991,AZ00717,"Mesa, AZ",294754.0,2058.0,15.0,156.0,1498.0,389.0,698.21,5.09,52.93,508.22,131.97,AZ
1991,FL01300,"Miami-Dade County, FL",1064064.0,19139.0,159.0,747.0,9598.0,8635.0,1798.67,14.94,70.2,902.01,811.51,FL
1991,FL01306,"Miami, FL",367945.0,15420.0,125.0,236.0,6582.0,8477.0,4190.84,33.97,64.14,1788.85,2303.88,FL
1991,WIMPD00,"Milwaukee, WI",636342.0,6228.0,163.0,502.0,1311.0,4252.0,978.72,25.62,78.89,206.02,668.19,WI
1991,MN02711,"Minneapolis, MN",373303.0,5889.0,64.0,744.0,2471.0,2610.0,1577.54,17.14,199.3,661.93,699.16,MN
1991,MD01604,"Montgomery County, MD",757060.0,2445.0,22.0,210.0,1234.0,979.0,322.96,2.91,27.74,163.0,129.32,MD
1991,TN01901,"Nashville, TN",507328.0,7989.0,88.0,514.0,4739.0,2648.0,1574.72,17.35,101.32,934.11,521.95,TN
1991,NY02900,"Nassau County, NY",1013708.0,2287.0,27.0,85.0,994.0,1181.0,225.61,2.66,8.39,98.06,116.5,NY
1991,LANPD00,"New Orleans, LA",500791.0,10969.0,345.0,302.0,4353.0,5969.0,2190.33,68.89,60.3,869.22,1191.91,LA
1991,NY03030,"New York City, NY",7350023.0,170390.0,2154.0,2892.0,66832.0,98512.0,2318.22,29.31,39.35,909.28,1340.3,NY
1991,NJNPD00,"Newark, NJ",276510.0,9402.0,88.0,244.0,3869.0,5201.0,3400.24,31.83,88.24,1399.23,1880.94,NJ
1991,CA00109,"Oakland, CA",379995.0,9484.0,149.0,460.0,4942.0,3933.0,2495.82,39.21,121.05,1300.54,1035.01,CA
1991,OK05506,"Oklahoma City, OK",449025.0,5066.0,56.0,473.0,3038.0,1499.0,1128.22,12.47,105.34,676.58,333.83,OK
1991,NB02802,"Omaha, NE",338987.0,3242.0,35.0,207.0,2366.0,634.0,956.38,10.32,61.06,697.96,187.03,NE
1991,FL04804,"Orlando, FL",169009.0,2011.0,10.0,81.0,1161.0,759.0,1189.88,5.92,47.93,686.95,449.09,FL
1991,PAPEP00,"Philadelphia, PA",1596699.0,22451.0,440.0,904.0,7186.0,13921.0,1406.09,27.56,56.62,450.05,871.86,PA
1991,AZ00723,"Phoenix, AZ",995895.0,11010.0,128.0,480.0,6954.0,3448.0,1105.54,12.85,48.2,698.27,346.22,AZ
1991,PAPPD00,"Pittsburgh, PA",372349.0,4294.0,36.0,300.0,1254.0,2704.0,1153.22,9.67,80.57,336.78,726.2,PA
1991,OR02602,"Portland, OR",449671.0,8121.0,53.0,464.0,4881.0,2723.0,1805.99,11.79,103.19,1085.46,605.55,OR
1991,MD01721,"Prince George's County, MD",622433.0,7702.0,140.0,453.0,3313.0,3796.0,1237.4,22.49,72.78,532.27,609.86,MD
1991,NC09201,"Raleigh, NC",211350.0,1761.0,25.0,120.0,964.0,652.0,833.22,11.83,56.78,456.12,308.49,NC
1991,CA03404,"Sacramento, CA",377058.0,4896.0,66.0,221.0,2329.0,2280.0,1298.47,17.5,58.61,617.68,604.68,CA
1991,UT01803,"Salt Lake City, UT",164313.0,1319.0,14.0,182.0,649.0,474.0,802.74,8.52,110.76,394.98,288.47,UT
1991,TXSPD00,"San Antonio, TX",955905.0,7573.0,208.0,698.0,2889.0,3778.0,792.23,21.76,73.02,302.23,395.23,TX
1991,CA03711,"San Diego, CA",1133681.0,13830.0,167.0,472.0,7860.0,5331.0,1219.92,14.73,41.63,693.32,470.24,CA
1991,CA03801,"San Francisco, CA",739039.0,12160.0,95.0,400.0,4645.0,7020.0,1645.38,12.85,54.12,628.52,949.88,CA
1991,CA04313,"San Jose, CA",798542.0,5258.0,53.0,445.0,3432.0,1328.0,658.45,6.64,55.73,429.78,166.3,CA
1991,WASPD00,"Seattle, WA",532418.0,7221.0,43.0,398.0,4019.0,2761.0,1356.27,8.08,74.75,754.86,518.58,WA
1991,MOSPD00,"St. Louis, MO",399858.0,14076.0,260.0,342.0,8180.0,5294.0,3520.25,65.02,85.53,2045.73,1323.97,MO
1991,NY05101,"Suffolk County, NY",1194436.0,3236.0,41.0,110.0,1402.0,1683.0,270.92,3.43,9.21,117.38,140.9,NY
1991,FL02902,"Tampa, FL",287354.0,10030.0,56.0,335.0,6629.0,3010.0,3490.47,19.49,116.58,2306.91,1047.49,FL
1991,AZ01003,"Tucson, AZ",414766.0,3896.0,24.0,332.0,2651.0,889.0,939.32,5.79,80.05,639.16,214.34,AZ
1991,OK07205,"Tulsa, OK",370735.0,4923.0,42.0,414.0,2998.0,1469.0,1327.9,11.33,111.67,808.66,396.24,OK
1991,VA12800,"Virginia Beach, VA",399334.0,1087.0,27.0,127.0,421.0,512.0,272.2,6.76,31.8,105.43,128.21,VA
1991,DCMPD00,"Washington, DC",598000.0,14665.0,482.0,214.0,6704.0,7265.0,2452.34,80.6,35.79,1121.07,1214.88,DC
1991,KS08703,"Wichita, KS",306339.0,2672.0,24.0,284.0,960.0,1404.0,872.24,7.83,92.71,313.38,458.32,KS
1992,NM00101,"Albuquerque, NM",401529.0,6168.0,42.0,294.0,4372.0,1460.0,1536.13,10.46,73.22,1088.84,363.61,NM
1992,TX22001,"Arlington, TX",272037.0,2056.0,16.0,146.0,1169.0,725.0,755.78,5.88,53.67,429.72,266.51,TX
1992,GAAPD00,"Atlanta, GA",410876.0,15856.0,198.0,627.0,9207.0,5824.0,3859.07,48.19,152.6,2240.82,1417.46,GA
1992,CO00101,"Aurora, CO",233939.0,4064.0,16.0,182.0,3194.0,672.0,1737.2,6.84,77.8,1365.31,287.25,CO
1992,TX22701,"Austin, TX",483975.0,2850.0,37.0,294.0,1069.0,1450.0,588.87,7.65,60.75,220.88,299.6,TX
1992,MD00301,"Baltimore County, MD",710514.0,7660.0,43.0,295.0,5029.0,2293.0,1078.09,6.05,41.52,707.8,322.72,MD
1992,MDBPD00,"Baltimore, MD",755517.0,21799.0,335.0,749.0,8452.0,12263.0,2885.31,44.34,99.14,1118.7,1623.13,MD
1992,MA01301,"Boston, MA",572822.0,11672.0,73.0,537.0,6297.0,4765.0,2037.63,12.74,93.75,1099.29,831.85,MA
1992,NY01401,"Buffalo, NY",330466.0,6367.0,76.0,346.0,2947.0,2998.0,1926.67,23.0,104.7,891.77,907.2,NY
1992,NC06001,"Charlotte, NC",408951.0,9456.0,99.0,361.0,5938.0,3058.0,2312.26,24.21,88.27,1452.01,747.77,NC
1992,ILCPD00,"Chicago, IL",2832901.0,84242.0,960.0,3754.0,41080.0,38448.0,2973.7,33.89,132.51,1450.1,1357.2,IL
1992,OHCIP00,"Cincinnati, OH",369707.0,5793.0,49.0,486.0,2964.0,2294.0,1566.92,13.25,131.46,801.72,620.49,OH
1992,OHCLP00,"Cleveland, OH",513487.0,8532.0,157.0,854.0,3098.0,4423.0,1661.58,30.58,166.31,603.33,861.37,OH
1992,OHCOP00,"Columbus, OH",643028.0,7029.0,113.0,684.0,2647.0,3585.0,1093.11,17.57,106.37,411.65,557.52,OH
1992,TXDPD00,"Dallas, TX",1046562.0,21682.0,387.0,1096.0,10667.0,9532.0,2071.74,36.98,104.72,1019.24,910.79,TX
1992,CODPD00,"Denver, CO",492672.0,5303.0,95.0,437.0,2967.0,1804.0,1076.38,19.28,88.7,602.23,366.17,CO
1992,MI82349,"Detroit, MI",1044128.0,26447.0,595.0,1225.0,12433.0,12194.0,2532.93,56.99,117.32,1190.75,1167.86,MI
1992,TX07102,"El Paso, TX",535655.0,5826.0,44.0,272.0,3900.0,1610.0,1087.64,8.21,50.78,728.08,300.57,TX
1992,VA02901,"Fairfax County, VA",811733.0,1060.0,18.0,152.0,417.0,473.0,130.58,2.22,18.73,51.37,58.27,VA
1992,TX22012,"Fort Worth, TX",465262.0,9392.0,153.0,525.0,5226.0,3488.0,2018.65,32.88,112.84,1123.24,749.69,TX
1992,CA01005,"Fresno, CA",367376.0,5363.0,81.0,203.0,1985.0,3094.0,1459.81,22.05,55.26,540.32,842.19,CA
1992,HI00200,"Honolulu, HI",875297.0,2382.0,31.0,326.0,1012.0,1013.0,272.14,3.54,37.24,115.62,115.73,HI
1992,TXHPD00,"Houston, TX",1695239.0,24837.0,465.0,1169.0,12073.0,11130.0,1465.1,27.43,68.96,712.17,656.54,TX
1992,INIPD00,"Indianapolis, IN",493928.0,6814.0,88.0,541.0,4028.0,2157.0,1379.55,17.82,109.53,815.5,436.7,IN
1992,FL01602,"Jacksonville, FL",663899.0,11548.0,123.0,713.0,7098.0,3614.0,1739.42,18.53,107.4,1069.14,544.36,FL
1992,MOKPD00,"Kansas City, MO",441162.0,12594.0,150.0,564.0,7386.0,4494.0,2854.73,34.0,127.84,1674.21,1018.67,MO
1992,NV00201,"Las Vegas, NV",678385.0,6027.0,99.0,393.0,1926.0,3609.0,888.43,14.59,57.93,283.91,532.0,NV
1992,CA01941,"Long Beach, CA",445405.0,6925.0,104.0,218.0,3020.0,3583.0,1554.76,23.35,48.94,678.03,804.44,CA
1992,CA01900,"Los Angeles County, CA",922758.0,18730.0,228.0,359.0,12672.0,5471.0,2029.78,24.71,38.91,1373.27,592.9,CA
1992,CA01942,"Los Angeles, CA",3615355.0,88919.0,1094.0,1872.0,46445.0,39508.0,2459.48,30.26,51.78,1284.66,1092.78,CA
1992,TNMPD00,"Memphis, TN",628865.0,9764.0,176.0,688.0,3559.0,5341.0,1552.64,27.99,109.4,565.94,849.31,TN
